id,product_id,spec_name,spec_value
feb6f024-be80-4831-a3e3-9134e4b6dd8a,2da1372d-9b00-4605-bdae-03b2643f022c,RAM,16GB
0aff787c-0ad6-450d-858e-692a3c0c58cb,2da1372d-9b00-4605-bdae-03b2643f022c,Storage,1TB SSD
68357845-3089-4f03-9003-289f35766209,2da1372d-9b00-4605-bdae-03b2643f022c,Operating System,Windows 11 Home
7bc17573-88d3-4367-b7bb-bab7e547d3da,2da1372d-9b00-4605-bdae-03b2643f022c,Display,"15.6"" FHD 144Hz"
ce8e9afc-ce6a-46ed-b483-008de9661a83,cd1d9aa5-e437-451a-a6aa-5ab527c7848c,Processor,Intel Core i5-1235U
49e25d57-c221-49d1-bb49-0b1fc3a4d947,cd1d9aa5-e437-451a-a6aa-5ab527c7848c,Graphics Card,Intel UHD Graphics
abaad024-b6a0-4ea2-9181-32f12cf51eb4,cd1d9aa5-e437-451a-a6aa-5ab527c7848c,RAM,8GB
e5810b3c-61c9-471d-9827-5acf313a3f28,cd1d9aa5-e437-451a-a6aa-5ab527c7848c,Storage,512GB SSD
cd3a70ac-bd62-4649-912d-4e50215b1d49,cd1d9aa5-e437-451a-a6aa-5ab527c7848c,Operating System,Windows 11 Home
1197d0bd-a207-4994-9e40-8f908bde6f21,cd1d9aa5-e437-451a-a6aa-5ab527c7848c,Display,"15.6"" FHD 144Hz"
c38b43b1-5cba-41b0-8dd4-24ab944b2d8d,e72969d4-146f-42be-837a-0f7087f097f0,Processor,Intel Core i3-1215U
2cd4f682-fde8-4b85-91b4-33994d8bc8b6,e72969d4-146f-42be-837a-0f7087f097f0,Graphics Card,Intel UHD Graphics
e531e4ca-4b39-47ec-9cd7-8d312d5edd34,e72969d4-146f-42be-837a-0f7087f097f0,RAM,8GB
857768e5-18b6-4a65-b4c5-9c8a23a44a4a,e72969d4-146f-42be-837a-0f7087f097f0,Storage,512GB SSD
e8d088d2-b424-47fb-b5c0-fcf3d799330f,e72969d4-146f-42be-837a-0f7087f097f0,Operating System,Windows 11 Home
52addf71-dd34-45d0-a4c5-4f0f6f5a5a57,e72969d4-146f-42be-837a-0f7087f097f0,Display,"15.6"" FHD IPS"
ccfcf88c-b73b-4258-8867-c96c2b4b460f,cf97cf0c-bcfe-4d50-bfb9-daa3defcb1de,Processor,AMD Ryzen 5 5600H
c5cbc5b3-92e2-4bb8-9d5c-90f397031fe8,cf97cf0c-bcfe-4d50-bfb9-daa3defcb1de,Graphics Card,NVIDIA GeForce GTX 1650
efcc3ceb-5e0b-4727-aa9e-2df9d96b8dbb,cf97cf0c-bcfe-4d50-bfb9-daa3defcb1de,RAM,16GB
60691436-7c9d-4787-b4fa-4ccf413c0668,cf97cf0c-bcfe-4d50-bfb9-daa3defcb1de,Storage,1TB SSD
4ee10cbd-53fd-4ae4-88db-1f803dddaaa2,cf97cf0c-bcfe-4d50-bfb9-daa3defcb1de,Operating System,Windows 11 Home
f738bbbc-023d-4c63-bac6-912b0a1eaa1d,cf97cf0c-bcfe-4d50-bfb9-daa3defcb1de,Display,"15.6"" FHD IPS"
f41656f5-27a7-4536-9c55-3f710ecf7827,7bc9f442-ac57-468e-9782-9b5bb4df47eb,Processor,Intel Core i5-1235U
fb54c291-e47e-46ef-84e4-c25df94ee493,7bc9f442-ac57-468e-9782-9b5bb4df47eb,Graphics Card,AMD Radeon Graphics
db8c0a4d-6237-472f-a5fb-0a6fbb02a430,7bc9f442-ac57-468e-9782-9b5bb4df47eb,RAM,8GB
0bd46c15-0012-44cb-8ae8-15b841d79e95,7bc9f442-ac57-468e-9782-9b5bb4df47eb,Storage,512GB SSD
156c9d49-af29-4250-832a-f81e99a3510c,7bc9f442-ac57-468e-9782-9b5bb4df47eb,Operating System,Windows 11 Home
9c48eea8-ac6a-401b-a9d5-3b3924a4bb68,7bc9f442-ac57-468e-9782-9b5bb4df47eb,Display,"15.6"" FHD 144Hz"
123576d1-5711-4d75-8726-652473d59c12,e7c9e088-2326-4fcf-92f3-dcfa7f659705,Processor,AMD Ryzen 7 5800H
fed722d7-0baf-4930-b38c-0ab37e1a495f,e7c9e088-2326-4fcf-92f3-dcfa7f659705,Graphics Card,NVIDIA GeForce RTX 3050
118c3658-5d28-4493-bfd5-0609cb7dc7d0,e7c9e088-2326-4fcf-92f3-dcfa7f659705,RAM,16GB
be6d14a5-0ac6-4f92-ba4d-b72ca6908d28,e7c9e088-2326-4fcf-92f3-dcfa7f659705,Storage,1TB SSD
2aeed7b4-7c60-4b75-9a04-1ffd8f55d04c,e7c9e088-2326-4fcf-92f3-dcfa7f659705,Operating System,Windows 11 Home
7db5c47e-98f1-4c1a-96ce-f387147d136c,e7c9e088-2326-4fcf-92f3-dcfa7f659705,Display,"15.6"" FHD IPS"
a1d0a66e-edea-40d7-a02a-39a42c9ed0a0,e705bb71-7410-4969-917a-79e0662f41df,Processor,Intel Core i3-1215U
5db4ef7c-7932-41da-932e-932b3f34e6ed,e705bb71-7410-4969-917a-79e0662f41df,Graphics Card,AMD Radeon Graphics
c15b5c6e-58d7-42e4-b780-53adc17459fc,e705bb71-7410-4969-917a-79e0662f41df,RAM,8GB
ed2aea67-19e7-4727-af8e-c759f4daec34,e705bb71-7410-4969-917a-79e0662f41df,Storage,512GB SSD
4b2dda96-5a0b-4891-a39c-fd7d8359c172,e705bb71-7410-4969-917a-79e0662f41df,Operating System,Windows 11 Home
597c5d26-08a7-49cf-9988-8f62f9f09641,e705bb71-7410-4969-917a-79e0662f41df,Display,"15.6"" FHD IPS"
6308d6f0-dbfd-4dff-b686-1a654cdd0e8e,27c17d60-5f99-4186-8d04-b92bb11cd35f,Processor,Intel Core i5-12450H
f98b7a64-6bd2-44cc-b52c-15a49a317779,27c17d60-5f99-4186-8d04-b92bb11cd35f,Graphics Card,NVIDIA GeForce RTX 3050 Ti
153a9f0a-863b-49f5-86f1-afe4cdfa6bb0,27c17d60-5f99-4186-8d04-b92bb11cd35f,RAM,16GB
c7666bad-da15-4320-b951-259c7f78663b,27c17d60-5f99-4186-8d04-b92bb11cd35f,Storage,1TB SSD
d20069be-e0d0-42fe-9c42-5195c31c54af,27c17d60-5f99-4186-8d04-b92bb11cd35f,Operating System,Windows 11 Home
30d7c268-c791-4c0a-ac99-f4cf6d47debe,27c17d60-5f99-4186-8d04-b92bb11cd35f,Display,"14"" FHD IPS"
002ee786-b36d-4de8-99cc-9dfc87fc8cb2,77f20f4f-77c9-4cf5-a642-e466c82fb7ef,Processor,AMD Ryzen 5 5500U
3925e0dc-19d9-400c-b86d-8f6dd3157ebf,77f20f4f-77c9-4cf5-a642-e466c82fb7ef,Graphics Card,Intel UHD Graphics
7dc1a0c2-2879-4be8-905a-115e901db036,77f20f4f-77c9-4cf5-a642-e466c82fb7ef,RAM,8GB
8b6b8d75-5c6d-4bcd-9b7a-53ea76429fa1,77f20f4f-77c9-4cf5-a642-e466c82fb7ef,Storage,512GB SSD
273a359d-6a1c-461a-8138-3d97772a891d,77f20f4f-77c9-4cf5-a642-e466c82fb7ef,Operating System,Windows 11 Home
bdd07d0f-2198-4e81-be45-6ed1084e8a16,77f20f4f-77c9-4cf5-a642-e466c82fb7ef,Display,"15.6"" FHD IPS"
951a407c-6533-4fa8-a50f-4772cb17a8a6,3ec0a6ee-73fa-4c4b-a21d-9ff5df81f7ea,Processor,AMD Ryzen 3 5300U
5d8cb9b7-3523-4b55-a0d4-b4d75aca208e,3ec0a6ee-73fa-4c4b-a21d-9ff5df81f7ea,Graphics Card,AMD Radeon Graphics
2633a8d0-2f94-4ba1-845e-311321fdb4b3,3ec0a6ee-73fa-4c4b-a21d-9ff5df81f7ea,RAM,8GB
0c931d94-4da0-4a90-9bae-9699807abfe3,3ec0a6ee-73fa-4c4b-a21d-9ff5df81f7ea,Storage,512GB SSD
31707e96-331e-47d1-9e19-3fe984fc0b2a,3ec0a6ee-73fa-4c4b-a21d-9ff5df81f7ea,Operating System,Windows 11 Home
7d0cc103-08c1-4ee7-a936-65e03d04bd81,3ec0a6ee-73fa-4c4b-a21d-9ff5df81f7ea,Display,"14"" FHD IPS"
f6c2b02b-fbff-4577-8280-af81bd7b4fb1,362d7aad-ef09-4172-b2b8-645816720275,Processor,Intel Core i5-12500H
e31e99fb-312c-4841-911c-397dbcc85420,362d7aad-ef09-4172-b2b8-645816720275,Graphics Card,NVIDIA GeForce RTX 3050 Ti
873435ab-5dc5-4faa-8eec-3c5bf4b64083,362d7aad-ef09-4172-b2b8-645816720275,RAM,16GB
02b3e24a-e8ac-4f63-852a-14d9ca50bfa4,362d7aad-ef09-4172-b2b8-645816720275,Storage,1TB SSD
afe388d2-e4d9-4bc0-8ddc-051c91031d08,362d7aad-ef09-4172-b2b8-645816720275,Operating System,Windows 11 Home
d90cb003-b240-4065-95b1-7a0d48966f53,362d7aad-ef09-4172-b2b8-645816720275,Display,"14"" FHD IPS"
122a59ac-d538-41c9-b03e-28d4278c0773,ccd16428-c0fd-461a-824f-25a43dffa289,Processor,AMD Ryzen 5 6600H
795a1112-8387-43ed-b9a2-5d148176ee02,ccd16428-c0fd-461a-824f-25a43dffa289,Graphics Card,NVIDIA GeForce GTX 1650
96fad97d-043d-4f73-959d-b376cafbfb1c,ccd16428-c0fd-461a-824f-25a43dffa289,RAM,16GB
f1b0f52d-b132-44ba-8b10-3108c28ea19c,ccd16428-c0fd-461a-824f-25a43dffa289,Storage,1TB SSD
789ffbb1-a781-46c7-a279-d7e3ef59e311,ccd16428-c0fd-461a-824f-25a43dffa289,Operating System,Windows 11 Home
0496722b-7955-4029-9423-402e3cb254ca,ccd16428-c0fd-461a-824f-25a43dffa289,Display,"14"" FHD IPS"
5333bb28-3288-4979-958c-26e814639a11,31a29cc0-a035-428d-a5d0-0badcbd4aae8,Processor,Intel Core i5-1235U
2fd3add3-0807-4599-9e8c-4f1c64a59372,31a29cc0-a035-428d-a5d0-0badcbd4aae8,Graphics Card,Intel UHD Graphics
7727562d-eff1-469c-a4b5-2baf5963d184,31a29cc0-a035-428d-a5d0-0badcbd4aae8,RAM,8GB
d620ecb8-2cd3-4e67-8e05-e5b21981f34f,31a29cc0-a035-428d-a5d0-0badcbd4aae8,Storage,512GB SSD
52bb898a-78e4-47ad-9168-7ff934f34dc8,31a29cc0-a035-428d-a5d0-0badcbd4aae8,Operating System,Windows 11 Home
36d44572-19c0-4aea-a962-f91e3068de0e,31a29cc0-a035-428d-a5d0-0badcbd4aae8,Display,"14"" FHD IPS"
f9c39f7b-4aed-4e36-901e-1bf3b4c8e26a,f55ac295-0bc9-424c-9a5e-4f6a16822939,Processor,AMD Ryzen 5 6600H
af5eca6b-9fc8-4edd-b2d3-a0c48f376fa9,f55ac295-0bc9-424c-9a5e-4f6a16822939,Graphics Card,NVIDIA GeForce GTX 1650
6b054834-eed2-496f-ba15-8bbe61c47914,f55ac295-0bc9-424c-9a5e-4f6a16822939,RAM,16GB
dd3363ef-4464-4ff1-b0e6-a09dab46c598,f55ac295-0bc9-424c-9a5e-4f6a16822939,Storage,1TB SSD
f1dc319e-cf49-45c6-93bb-c5c1d49b8e67,f55ac295-0bc9-424c-9a5e-4f6a16822939,Operating System,Windows 11 Home
c4890417-dccf-4115-93d6-5e466ce06f4e,f55ac295-0bc9-424c-9a5e-4f6a16822939,Display,"15.6"" FHD IPS"
60661f89-5246-4ae4-b4b0-36699a079bda,db37d961-6af7-489e-8d9b-84f2da156f75,Processor,Intel Core i3-1215U
36b01cfe-4047-42d3-bc10-4c54513185cc,db37d961-6af7-489e-8d9b-84f2da156f75,Graphics Card,Intel UHD Graphics
2a243863-d8ea-4be9-a22d-9f626177d76e,db37d961-6af7-489e-8d9b-84f2da156f75,RAM,8GB
a8c9a871-9416-406b-8edc-a89519af8eea,db37d961-6af7-489e-8d9b-84f2da156f75,Storage,512GB SSD
1a334975-c72a-4c36-bee7-2bf31d528e9b,db37d961-6af7-489e-8d9b-84f2da156f75,Operating System,Windows 11 Home
26fbdbdd-8831-4453-95ed-a40be218afb9,db37d961-6af7-489e-8d9b-84f2da156f75,Display,"14"" FHD IPS"
8e89186a-5fd1-4e1e-ace5-6745071e1a48,52d0e5cc-e5d9-4879-bd27-e8f346a721c8,Processor,AMD Ryzen 5 5600H
7374ffce-cd3f-4f12-b9b3-0f2a5f13e42d,52d0e5cc-e5d9-4879-bd27-e8f346a721c8,Graphics Card,NVIDIA GeForce RTX 3050 Ti
d20be9f5-0f21-4c12-bbb5-980773d3a382,52d0e5cc-e5d9-4879-bd27-e8f346a721c8,RAM,16GB
b8b44cae-1107-46d0-8724-dee154ceb24a,52d0e5cc-e5d9-4879-bd27-e8f346a721c8,Storage,1TB SSD
67d1436d-7047-4a91-8c6e-ab0c112e244d,52d0e5cc-e5d9-4879-bd27-e8f346a721c8,Operating System,Windows 11 Home
036ddfd6-4e25-4caf-840b-cb8b11c517a4,69aac4b6-61ca-4b29-b11b-5d5690f63523,Processor,Intel Core i3-1215U
56aa98d0-c2f4-489e-8e3c-833f3710df9a,69aac4b6-61ca-4b29-b11b-5d5690f63523,Graphics Card,Intel Iris Xe Graphics
8a74d037-0530-458a-bd48-8a5d7307fb25,69aac4b6-61ca-4b29-b11b-5d5690f63523,RAM,8GB
9d28059a-653d-4da4-871f-0dd51276fbc6,69aac4b6-61ca-4b29-b11b-5d5690f63523,Storage,512GB SSD
19359279-8ba9-4af5-9bd8-4d01092f14ba,69aac4b6-61ca-4b29-b11b-5d5690f63523,Operating System,Windows 11 Home
7a884d87-3889-486b-9487-a81902343997,cbfd4e72-4819-45b0-8f36-b9e3ab5fec40,Processor,Intel Core i5-1235U
fdd6e2ad-a424-4129-9351-676f92e85f6a,cbfd4e72-4819-45b0-8f36-b9e3ab5fec40,Graphics Card,Intel UHD Graphics
d51242eb-a6d3-4efd-9fb0-fb371360935d,cbfd4e72-4819-45b0-8f36-b9e3ab5fec40,RAM,8GB
3a915838-426c-4440-bf80-1ef8008692c6,cbfd4e72-4819-45b0-8f36-b9e3ab5fec40,Storage,512GB SSD
e3d66a79-8c70-4f21-be59-314a97ccb7cd,cbfd4e72-4819-45b0-8f36-b9e3ab5fec40,Operating System,Windows 11 Home
6f88ee96-e70e-4bbe-84a4-71976fea86d0,cbfd4e72-4819-45b0-8f36-b9e3ab5fec40,Display,"15.6"" FHD IPS"
fb9e6145-ebfd-4458-be78-f7370779b0c1,c118789d-1fd5-4fe2-a004-a1d0636d21a4,Processor,AMD Ryzen 5 5500U
f07ebdbf-9a50-478e-a4ec-c2d3557f5194,c118789d-1fd5-4fe2-a004-a1d0636d21a4,Graphics Card,Intel UHD Graphics
5a48d735-673a-418b-ae42-16259d0ee1d0,c118789d-1fd5-4fe2-a004-a1d0636d21a4,RAM,8GB
cc100f4c-1eeb-4b8f-add5-a5ee685ca6aa,c118789d-1fd5-4fe2-a004-a1d0636d21a4,Storage,512GB SSD
a16038f2-6a07-4dd6-9d4f-7812f0900b26,c118789d-1fd5-4fe2-a004-a1d0636d21a4,Operating System,Windows 11 Home
173d3eea-da36-47b2-816c-1f89a9ed1740,a65a1521-2aa5-4be3-a49b-3392f1e9311d,Processor,Intel Core i5-12500H
48272209-d480-4d5b-a785-41b2c05617d2,a65a1521-2aa5-4be3-a49b-3392f1e9311d,Graphics Card,NVIDIA GeForce GTX 1650
5edec9a0-edd4-45a2-88b6-f84d2d9088b6,a65a1521-2aa5-4be3-a49b-3392f1e9311d,RAM,16GB
331943bd-71a0-4120-88e8-fa18f3dd6dc3,a65a1521-2aa5-4be3-a49b-3392f1e9311d,Storage,1TB SSD
32e77e9a-68b7-44ef-ae0f-33c178f25f84,a65a1521-2aa5-4be3-a49b-3392f1e9311d,Operating System,Windows 11 Home
8917c0a3-fd5e-4857-b363-809195ca3c1d,a65a1521-2aa5-4be3-a49b-3392f1e9311d,Display,"14"" FHD IPS"
a8e72a9f-25ba-409e-bfef-7332735e9d5b,4cea0f9b-d057-4bd6-ba2b-e668469063d7,Processor,AMD Ryzen 9 6900HX
d5cd5cb8-4f43-434b-a923-64af6c68c1ac,4cea0f9b-d057-4bd6-ba2b-e668469063d7,Graphics Card,NVIDIA GeForce RTX 4060
b86dddb2-9bf0-42a7-9a1b-23d22161f642,4cea0f9b-d057-4bd6-ba2b-e668469063d7,RAM,16GB
af3b3c18-b365-48c1-8a3c-10bf4f0ec985,4cea0f9b-d057-4bd6-ba2b-e668469063d7,Storage,1TB SSD
82211602-7912-42dd-841c-ea3a5cefd0f1,4cea0f9b-d057-4bd6-ba2b-e668469063d7,Operating System,Windows 11 Home
078bf46c-2293-4d1e-96e5-11582ad0ac94,4cea0f9b-d057-4bd6-ba2b-e668469063d7,Display,"15.6"" FHD 144Hz"
80987e08-a6b2-44fb-9354-fabb90db6600,cce5ae75-2227-43cb-a3dc-a9186aff1533,Processor,Intel Core i5-12500H
54cc430f-1fb9-40f5-9e6b-7f33ebfb23ed,cce5ae75-2227-43cb-a3dc-a9186aff1533,Graphics Card,NVIDIA GeForce RTX 3050 Ti
ea58d0eb-0ce3-45b4-9f61-16b64e3b4580,cce5ae75-2227-43cb-a3dc-a9186aff1533,RAM,16GB
518814d2-f3d3-4489-acfd-e2e514dfb9fb,cce5ae75-2227-43cb-a3dc-a9186aff1533,Storage,1TB SSD
76dded96-b8b2-4295-b2f3-78576ccb7b2b,cce5ae75-2227-43cb-a3dc-a9186aff1533,Operating System,Windows 11 Home
7766bf97-71e1-4e1b-93c9-14b68a787e1a,cce5ae75-2227-43cb-a3dc-a9186aff1533,Display,"15.6"" FHD IPS"
75a5fcf7-b0eb-4eee-b755-fb3b771558d2,071e6534-8135-4410-94b6-239c3722e0d3,Processor,AMD Ryzen 7 5800H
f9977d65-0265-4a48-bace-87e67e743dc2,071e6534-8135-4410-94b6-239c3722e0d3,Graphics Card,NVIDIA GeForce RTX 3050 Ti
77a9241f-31e1-43ee-bdee-b4b3f9b8d8fb,071e6534-8135-4410-94b6-239c3722e0d3,RAM,16GB
afb47bf9-31e3-45e0-afe5-9d639824af60,071e6534-8135-4410-94b6-239c3722e0d3,Storage,1TB SSD
2a07fc41-42f7-44f8-8273-60c04cfea4c0,071e6534-8135-4410-94b6-239c3722e0d3,Operating System,Windows 11 Home
44101ca4-5129-4e40-9f43-6cac5be43435,071e6534-8135-4410-94b6-239c3722e0d3,Display,"15.6"" FHD 144Hz"
65848df6-a543-4371-8521-3a6dff7b22a0,f50b3554-bc4a-4b6b-ae6d-fe06963e1a10,Processor,AMD Ryzen 7 5800H
ca94a655-4962-481a-bbf8-4a297c0f107e,f50b3554-bc4a-4b6b-ae6d-fe06963e1a10,Graphics Card,NVIDIA GeForce GTX 1650
1dfc91a5-76f1-42ac-962d-8bc5ef9ac7a2,f50b3554-bc4a-4b6b-ae6d-fe06963e1a10,RAM,16GB
b5cf110a-6cf3-4676-97b5-35a442713b24,f50b3554-bc4a-4b6b-ae6d-fe06963e1a10,Storage,1TB SSD
dae21b14-b80e-4c44-a2de-4e75b34ebf51,f50b3554-bc4a-4b6b-ae6d-fe06963e1a10,Operating System,Windows 11 Home
27d730d7-b913-4d5c-bd79-1384a451942b,f50b3554-bc4a-4b6b-ae6d-fe06963e1a10,Display,"14"" FHD IPS"
ff065d61-cc30-43c0-bdd9-7df93d870d8b,3fa72c03-dddd-487b-b0ff-48317351693f,Processor,AMD Ryzen 5 6600H
d14f02c4-7bb9-4c18-bdd8-09aa30d3d923,3fa72c03-dddd-487b-b0ff-48317351693f,Graphics Card,NVIDIA GeForce GTX 1650
367177dc-b52e-47ea-a080-42dde87193bb,3fa72c03-dddd-487b-b0ff-48317351693f,RAM,16GB
7f512bd1-8ed0-447e-9d38-2e6b78e55edd,3fa72c03-dddd-487b-b0ff-48317351693f,Storage,1TB SSD
06f4d27f-47d8-4c75-a79e-8b80a0db5d1c,3fa72c03-dddd-487b-b0ff-48317351693f,Operating System,Windows 11 Home
e5efc67f-431f-4619-b384-c609abc71a73,3fa72c03-dddd-487b-b0ff-48317351693f,Display,"15.6"" FHD 144Hz"
25d18806-cd9d-48c1-a441-67cf2409fbb5,f8a0a4b3-6978-493c-8aa8-a31ad0fb90d1,Processor,AMD Ryzen 5 5600H
9726455b-ef03-43de-81b0-c42648c0b8c9,f8a0a4b3-6978-493c-8aa8-a31ad0fb90d1,Graphics Card,NVIDIA GeForce RTX 3050
18016f67-3b68-4fc7-91a2-2df67b0747eb,f8a0a4b3-6978-493c-8aa8-a31ad0fb90d1,RAM,16GB
30aa177f-377a-490d-adf3-628cf30b7d58,f8a0a4b3-6978-493c-8aa8-a31ad0fb90d1,Storage,1TB SSD
b1e78a9f-5df4-4005-893b-158df1ad49bf,f8a0a4b3-6978-493c-8aa8-a31ad0fb90d1,Operating System,Windows 11 Home
77531cf1-6ccb-4734-a882-a445f0afd113,f8a0a4b3-6978-493c-8aa8-a31ad0fb90d1,Display,"15.6"" FHD IPS"
8deb649f-0a0c-4c3c-877a-168597a26bac,a822a857-6d8c-4ca1-a7ba-ba2a262b5c2c,Processor,Intel Core i5-12450H
953f0206-0bdd-476d-9d3f-4a91675a009e,a822a857-6d8c-4ca1-a7ba-ba2a262b5c2c,Graphics Card,NVIDIA GeForce RTX 3050
1a9e7119-f0ba-4751-a564-fc203c19fccd,a822a857-6d8c-4ca1-a7ba-ba2a262b5c2c,RAM,16GB
0b03c1a8-a492-4106-8c5f-e410c81e73f9,a822a857-6d8c-4ca1-a7ba-ba2a262b5c2c,Storage,1TB SSD
b67d4b06-9b0d-47e4-94fc-252d356331ea,a822a857-6d8c-4ca1-a7ba-ba2a262b5c2c,Operating System,Windows 11 Home
7636c0d7-e996-41d4-9673-ed64b83e155f,a822a857-6d8c-4ca1-a7ba-ba2a262b5c2c,Display,"14"" FHD IPS"
8c099b72-7b49-4009-ada9-2b43dfbd6464,819afd55-2733-4b9d-a268-b5cc6c1d243f,Processor,AMD Ryzen 7 5800H
02dae294-298f-4a64-982b-bf3838128163,819afd55-2733-4b9d-a268-b5cc6c1d243f,Graphics Card,NVIDIA GeForce GTX 1650
cccd9131-8071-496c-a6a6-1272f9111aff,819afd55-2733-4b9d-a268-b5cc6c1d243f,RAM,16GB
f8de2693-1ea9-487a-958c-e1dda9660ec8,819afd55-2733-4b9d-a268-b5cc6c1d243f,Storage,1TB SSD
ed1f44e6-2bb4-4c77-86a5-1f5b1a88c5a2,819afd55-2733-4b9d-a268-b5cc6c1d243f,Operating System,Windows 11 Home
eae6c92a-2274-418d-b64a-9def13869331,f6e239b2-e8a0-4fd3-967e-3bf127b943d3,Processor,Intel Core i5-1235U
014a8c02-cc16-400b-9868-4a06b337f0e3,f6e239b2-e8a0-4fd3-967e-3bf127b943d3,Graphics Card,Intel Iris Xe Graphics
4b4c8040-4298-4fcb-bc61-32bfa6333d55,f6e239b2-e8a0-4fd3-967e-3bf127b943d3,RAM,8GB
d563d355-7cf4-4cb6-99bf-ef92db7bb094,f6e239b2-e8a0-4fd3-967e-3bf127b943d3,Storage,512GB SSD
d96aaf45-814a-41c1-9f17-e3f004576ce1,f6e239b2-e8a0-4fd3-967e-3bf127b943d3,Operating System,Windows 11 Home
16a3c020-f173-4d36-b781-f4363196b831,f6e239b2-e8a0-4fd3-967e-3bf127b943d3,Display,"15.6"" FHD 144Hz"
42ea2c19-aeca-4ee8-bdce-ece5ea7deeea,8adc20ac-236d-48f4-a58b-914e980f8a96,Processor,Intel Core i5-1235U
8d24bb4a-208b-4aca-a52b-bc2a2c53e3b5,8adc20ac-236d-48f4-a58b-914e980f8a96,Graphics Card,Intel Iris Xe Graphics
415570f8-6356-4c8c-811a-aee9e033bef3,8adc20ac-236d-48f4-a58b-914e980f8a96,RAM,8GB
359b6ea0-dbe1-417a-b82d-d9badf027122,8adc20ac-236d-48f4-a58b-914e980f8a96,Storage,512GB SSD
6323ca71-2ac0-42be-8370-88c5c85640fc,8adc20ac-236d-48f4-a58b-914e980f8a96,Operating System,Windows 11 Home
bebc0f7c-6896-43f9-8bd1-a1cf28dbd9df,8adc20ac-236d-48f4-a58b-914e980f8a96,Display,"15.6"" FHD IPS"
b2f7a940-b1cf-4772-af60-57b9ccbea1b8,c943b1b9-55bd-452a-afa0-1298a7540ba6,Processor,AMD Ryzen 5 5500U
069fcd50-759e-4d98-a51c-7c86e552f753,c943b1b9-55bd-452a-afa0-1298a7540ba6,Graphics Card,Intel UHD Graphics
35705e01-4136-47eb-98e2-2a9f44cbb888,c943b1b9-55bd-452a-afa0-1298a7540ba6,RAM,8GB
3eefe0cc-65d2-4c44-99d7-10f6baa7ebf6,c943b1b9-55bd-452a-afa0-1298a7540ba6,Storage,512GB SSD
9d165487-8b0e-43e1-a6ac-6c8a8b67d9e0,c943b1b9-55bd-452a-afa0-1298a7540ba6,Operating System,Windows 11 Home
93acac91-203e-4a00-a144-0c9a9b6de357,9b0542eb-a1a8-40a4-997f-d1e011ec3c51,Processor,AMD Ryzen 5 5500U
727e23bb-ef81-4ec4-8b1f-40e4d133b02f,9b0542eb-a1a8-40a4-997f-d1e011ec3c51,Graphics Card,Intel Iris Xe Graphics
53d218e7-8dc5-4040-9ada-613ea3b0993e,9b0542eb-a1a8-40a4-997f-d1e011ec3c51,RAM,8GB
64393c79-4546-4df0-87e6-e319f46930d2,9b0542eb-a1a8-40a4-997f-d1e011ec3c51,Storage,512GB SSD
66ebd720-6419-4ad0-bd1f-b652c1e681fe,9b0542eb-a1a8-40a4-997f-d1e011ec3c51,Operating System,Windows 11 Home
86ff721a-a492-4209-a311-3fb561663909,9b0542eb-a1a8-40a4-997f-d1e011ec3c51,Display,"14"" FHD IPS"
8bd169a1-6aa4-4766-ac28-46c77bd61043,7a610a1e-6028-4c93-b083-fdb61b5d2dab,Processor,Intel Core i3-1215U
d060e9f7-f129-48c9-9700-d2b6dbc002cd,7a610a1e-6028-4c93-b083-fdb61b5d2dab,Graphics Card,Intel UHD Graphics
1ebaa1d1-b9df-4605-b40f-8464ceedf953,7a610a1e-6028-4c93-b083-fdb61b5d2dab,RAM,8GB
9d650dba-4f2d-4da7-becd-4fe9b6570c28,7a610a1e-6028-4c93-b083-fdb61b5d2dab,Storage,512GB SSD
8d9de4e1-5797-4850-bd66-8e9a9bd7d10a,7a610a1e-6028-4c93-b083-fdb61b5d2dab,Operating System,Windows 11 Home
5078c2f2-189b-4486-9819-c3e3c4451576,7a610a1e-6028-4c93-b083-fdb61b5d2dab,Display,"14"" FHD IPS"
685c5ef7-1261-4567-8246-cb9d890e494a,610bd5d9-c079-4d17-aad1-c94fe8265dd9,Processor,Intel Core i3-1115G4
a99dfa76-3d28-4236-9af3-b11f2d7b3ead,610bd5d9-c079-4d17-aad1-c94fe8265dd9,Graphics Card,Intel UHD Graphics
dcba2453-80d8-41d2-bb67-f8136a6bf740,610bd5d9-c079-4d17-aad1-c94fe8265dd9,RAM,8GB
88d5bee2-352b-419b-84ef-0b00a07f9311,610bd5d9-c079-4d17-aad1-c94fe8265dd9,Storage,512GB SSD
506b005e-22a5-41dd-b07f-8faf1f6cd063,610bd5d9-c079-4d17-aad1-c94fe8265dd9,Operating System,Windows 11 Home
ed52ce3e-5ab2-4071-a465-ae53ad42f5b1,610bd5d9-c079-4d17-aad1-c94fe8265dd9,Display,"15.6"" FHD 144Hz"
7f47323c-ea56-4854-9157-49bf2e188edd,d409d916-9b30-4c0e-ae04-fab68d250873,Processor,Intel Core i3-1215U
da9e8c21-7701-4615-ae2b-e6ee50254773,d409d916-9b30-4c0e-ae04-fab68d250873,Graphics Card,Intel UHD Graphics
b2dbced2-59ff-4f19-ae4e-176bbed266c8,d409d916-9b30-4c0e-ae04-fab68d250873,RAM,8GB
922de97e-7d10-4024-8bf8-d6170d7e9f69,d409d916-9b30-4c0e-ae04-fab68d250873,Storage,512GB SSD
